time,value
2026-04-20T10:00:00,0.1169
2026-04-20T10:00:10,0.0
2026-04-20T10:00:20,0.0838
2026-04-20T10:00:30,0.0779
2026-04-20T10:00:40,0.1048
2026-04-20T10:00:50,0.0023
2026-04-20T10:01:00,0.206
2026-04-20T10:01:10,0.0
2026-04-20T10:01:20,0.1066
2026-04-20T10:01:30,0.0955
2026-04-20T10:01:40,0.0
2026-04-20T10:01:50,0.0
2026-04-20T10:02:00,0.0468
2026-04-20T10:02:10,0.0576
2026-04-20T10:02:20,0.0
2026-04-20T10:02:30,0.0953
2026-04-20T10:02:40,0.0
2026-04-20T10:02:50,0.0
2026-04-20T10:03:00,0.0
2026-04-20T10:03:10,0.0
2026-04-20T10:03:20,0.0842
2026-04-20T10:03:30,0.0
2026-04-20T10:03:40,5.4327
2026-04-20T10:03:50,10.7066
2026-04-20T10:04:00,14.3354
2026-04-20T10:04:10,12.6234
2026-04-20T10:04:20,18.1595
2026-04-20T10:04:30,29.0261
2026-04-20T10:04:40,19.7033
2026-04-20T10:04:50,27.3948
2026-04-20T10:05:00,42.221
2026-04-20T10:05:10,31.9131
2026-04-20T10:05:20,60.6793
2026-04-20T10:05:30,28.1425
2026-04-20T10:05:40,54.9588
2026-04-20T10:05:50,38.3772
2026-04-20T10:06:00,65.9892
2026-04-20T10:06:10,30.4343
2026-04-20T10:06:20,57.968
2026-04-20T10:06:30,50.9732
2026-04-20T10:06:40,49.8669
2026-04-20T10:06:50,60.1284
2026-04-20T10:07:00,60.9854
2026-04-20T10:07:10,74.3459
2026-04-20T10:07:20,63.879
2026-04-20T10:07:30,72.8248
2026-04-20T10:07:40,66.4659
2026-04-20T10:07:50,102.428
2026-04-20T10:08:00,125.0964
2026-04-20T10:08:10,90.5039
2026-04-20T10:08:20,91.1629
2026-04-20T10:08:30,93.188
2026-04-20T10:08:40,91.8736
2026-04-20T10:08:50,107.234
2026-04-20T10:09:00,66.4085
2026-04-20T10:09:10,86.8873
2026-04-20T10:09:20,122.0037
2026-04-20T10:09:30,62.6532
2026-04-20T10:09:40,109.6304
2026-04-20T10:09:50,82.8333
