time,value
2026-04-20T10:00:00,0.0934
2026-04-20T10:00:10,0.0
2026-04-20T10:00:20,0.1338
2026-04-20T10:00:30,0.0
2026-04-20T10:00:40,0.0
2026-04-20T10:00:50,0.0
2026-04-20T10:01:00,0.0
2026-04-20T10:01:10,0.0
2026-04-20T10:01:20,0.0
2026-04-20T10:01:30,0.0
2026-04-20T10:01:40,0.0646
2026-04-20T10:01:50,0.0
2026-04-20T10:02:00,0.0177
2026-04-20T10:02:10,0.0
2026-04-20T10:02:20,0.0458
2026-04-20T10:02:30,0.0
2026-04-20T10:02:40,0.1772
2026-04-20T10:02:50,0.0
2026-04-20T10:03:00,0.0
2026-04-20T10:03:10,0.0
2026-04-20T10:03:20,0.0
2026-04-20T10:03:30,0.0
2026-04-20T10:03:40,0.0122
2026-04-20T10:03:50,0.0057
2026-04-20T10:04:00,0.0
2026-04-20T10:04:10,0.0
2026-04-20T10:04:20,0.3282
2026-04-20T10:04:30,0.4688
2026-04-20T10:04:40,0.4231
2026-04-20T10:04:50,0.6108
2026-04-20T10:05:00,0.6377
2026-04-20T10:05:10,0.6773
2026-04-20T10:05:20,0.7872
2026-04-20T10:05:30,0.889
2026-04-20T10:05:40,0.8466
2026-04-20T10:05:50,0.9863
2026-04-20T10:06:00,0.9341
2026-04-20T10:06:10,1.2551
2026-04-20T10:06:20,1.1448
2026-04-20T10:06:30,1.1537
2026-04-20T10:06:40,1.2026
2026-04-20T10:06:50,1.1417
2026-04-20T10:07:00,1.4268
2026-04-20T10:07:10,1.4526
2026-04-20T10:07:20,1.3698
2026-04-20T10:07:30,1.5534
2026-04-20T10:07:40,1.4876
2026-04-20T10:07:50,1.6208
2026-04-20T10:08:00,1.6366
2026-04-20T10:08:10,1.662
2026-04-20T10:08:20,1.7473
2026-04-20T10:08:30,1.7123
2026-04-20T10:08:40,1.7252
2026-04-20T10:08:50,1.8196
2026-04-20T10:09:00,2.0118
2026-04-20T10:09:10,1.8169
2026-04-20T10:09:20,1.9605
2026-04-20T10:09:30,2.1574
2026-04-20T10:09:40,2.3423
2026-04-20T10:09:50,2.3887
