time,value
2026-04-20T10:00:00,56.311
2026-04-20T10:00:10,63.936
2026-04-20T10:00:20,67.6843
2026-04-20T10:00:30,49.4896
2026-04-20T10:00:40,63.1416
2026-04-20T10:00:50,75.6406
2026-04-20T10:01:00,70.3937
2026-04-20T10:01:10,65.2453
2026-04-20T10:01:20,67.5272
2026-04-20T10:01:30,70.6118
2026-04-20T10:01:40,60.5447
2026-04-20T10:01:50,63.1702
2026-04-20T10:02:00,69.2776
2026-04-20T10:02:10,52.2341
2026-04-20T10:02:20,60.9537
2026-04-20T10:02:30,58.636
2026-04-20T10:02:40,56.5489
2026-04-20T10:02:50,72.9605
2026-04-20T10:03:00,59.9131
2026-04-20T10:03:10,49.3315
2026-04-20T10:03:20,54.0887
2026-04-20T10:03:30,62.0627
2026-04-20T10:03:40,77.1615
2026-04-20T10:03:50,61.3905
2026-04-20T10:04:00,69.5845
2026-04-20T10:04:10,69.8081
2026-04-20T10:04:20,60.6692
2026-04-20T10:04:30,80.4121
2026-04-20T10:04:40,72.7116
2026-04-20T10:04:50,85.1502
2026-04-20T10:05:00,78.2169
2026-04-20T10:05:10,88.4817
2026-04-20T10:05:20,74.5583
2026-04-20T10:05:30,83.1918
2026-04-20T10:05:40,95.9917
2026-04-20T10:05:50,89.79
2026-04-20T10:06:00,97.7381
2026-04-20T10:06:10,98.124
2026-04-20T10:06:20,110.9691
2026-04-20T10:06:30,123.4527
2026-04-20T10:06:40,115.4739
2026-04-20T10:06:50,129.6566
2026-04-20T10:07:00,127.767
2026-04-20T10:07:10,134.9483
2026-04-20T10:07:20,143.5084
2026-04-20T10:07:30,143.8573
2026-04-20T10:07:40,147.2657
2026-04-20T10:07:50,154.3938
2026-04-20T10:08:00,164.6701
2026-04-20T10:08:10,156.7592
2026-04-20T10:08:20,160.4257
2026-04-20T10:08:30,172.161
2026-04-20T10:08:40,172.1793
2026-04-20T10:08:50,186.2164
2026-04-20T10:09:00,188.8682
2026-04-20T10:09:10,192.0155
2026-04-20T10:09:20,196.1242
2026-04-20T10:09:30,203.4833
2026-04-20T10:09:40,196.1704
2026-04-20T10:09:50,212.754
