time,value
2026-04-20T10:00:00,0.0
2026-04-20T10:00:10,0.0831
2026-04-20T10:00:20,0.0
2026-04-20T10:00:30,0.0215
2026-04-20T10:00:40,0.0078
2026-04-20T10:00:50,0.004
2026-04-20T10:01:00,0.0
2026-04-20T10:01:10,0.1996
2026-04-20T10:01:20,0.0
2026-04-20T10:01:30,0.0306
2026-04-20T10:01:40,0.0
2026-04-20T10:01:50,0.0
2026-04-20T10:02:00,0.0
2026-04-20T10:02:10,0.0
2026-04-20T10:02:20,0.0706
2026-04-20T10:02:30,0.1312
2026-04-20T10:02:40,0.0
2026-04-20T10:02:50,0.1082
2026-04-20T10:03:00,0.0
2026-04-20T10:03:10,0.0
2026-04-20T10:03:20,0.0
2026-04-20T10:03:30,0.0
2026-04-20T10:03:40,0.0366
2026-04-20T10:03:50,0.0
2026-04-20T10:04:00,0.0
2026-04-20T10:04:10,0.0
2026-04-20T10:04:20,21.1371
2026-04-20T10:04:30,15.2248
2026-04-20T10:04:40,17.4801
2026-04-20T10:04:50,23.3237
2026-04-20T10:05:00,21.2099
2026-04-20T10:05:10,27.9359
2026-04-20T10:05:20,29.6768
2026-04-20T10:05:30,30.247
2026-04-20T10:05:40,20.0783
2026-04-20T10:05:50,32.2653
2026-04-20T10:06:00,38.7986
2026-04-20T10:06:10,38.8253
2026-04-20T10:06:20,47.5009
2026-04-20T10:06:30,29.597
2026-04-20T10:06:40,60.5393
2026-04-20T10:06:50,58.6816
2026-04-20T10:07:00,65.629
2026-04-20T10:07:10,52.4398
2026-04-20T10:07:20,78.4934
2026-04-20T10:07:30,51.5907
2026-04-20T10:07:40,59.3991
2026-04-20T10:07:50,43.5361
2026-04-20T10:08:00,59.7671
2026-04-20T10:08:10,82.6737
2026-04-20T10:08:20,85.4078
2026-04-20T10:08:30,104.1662
2026-04-20T10:08:40,77.2367
2026-04-20T10:08:50,76.9227
2026-04-20T10:09:00,92.6126
2026-04-20T10:09:10,79.8029
2026-04-20T10:09:20,75.8342
2026-04-20T10:09:30,91.9736
2026-04-20T10:09:40,77.7439
2026-04-20T10:09:50,80.9176
